,Sensor Description,Sensor Number,Duration,Plot,Data Collection,Data Available,ID,Station,Elev (feet),Latitude,Longitude,County,River Basin,Sensor,PE Code,Description,Units
100,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2015 to present,BDC,BOULDER CREEK,800,37.142,-122.163,SANTA CRUZ,SAN LORENZO R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
101,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2006 to present,BOL,BOWMAN LAKE,5390,39.4481,-120.6536,NEVADA,YUBA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
102,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,10/01/2006 to present,BOL,BOWMAN LAKE,5390,39.4481,-120.6536,NEVADA,YUBA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
103,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,02/20/2001 to present,BMO,BRANCH MOUNTAIN,3770,35.189,-120.083,SAN LUIS OBISPO,SALINAS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
104,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,BDY,BRANDY CREEK,1300,40.617,-122.567,SHASTA,SACTO VLY NE,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
105,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),ALERT,12/17/1994 to 08/10/1998,BDY,BRANDY CREEK,1300,40.617,-122.567,SHASTA,SACTO VLY NE,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
106,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,01/01/1984 to present,BZR,BRAZIE RANCH,3020,41.687,-122.6,SISKIYOU,KLAMATH R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
107,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,01/04/2006 to present,BKE,BRECKENRIDGE,7548,35.4506,-118.5839,KERN,KERN R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
108,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,BPT,BRIDGEPORT,6650,38.272,-119.289,MONO,WALKER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
109,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,08/01/2002 to present,BPT,BRIDGEPORT,6650,38.272,-119.289,MONO,WALKER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
110,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,10/01/2002 to present,BPT,BRIDGEPORT,6650,38.272,-119.289,MONO,WALKER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
111,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,BGV,BRIDGEVILLE,646,40.474,-123.792,HUMBOLDT,VAN DUZEN R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
112,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,04/28/1997 to present,BNE,BRIONES,1450,37.934,-122.118,CONTRA COSTA,EAST BAY,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
113,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,04/02/1986 to present,BSS,BROOKS,360,38.738335,-122.144722,YOLO,CACHE CR,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
114,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,BRS,BRUSH CREEK (DWR),3560,39.692,-121.339,BUTTE,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
115,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),SATELLITE,10/15/2002 to present,BRS,BRUSH CREEK (DWR),3560,39.692,-121.339,BUTTE,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
116,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,01/01/1984 to present,BRS,BRUSH CREEK (DWR),3560,39.692,-121.339,BUTTE,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
117,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,10/01/1935 to 09/01/1996,BRS,BRUSH CREEK (DWR),3560,39.692,-121.339,BUTTE,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
118,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,10/01/1995 to present,BCM,BRUSH CREEK (DWR-2),3560,39.694,-121.34,BUTTE,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
119,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2017 to present,BUC,BUCHANAN DAM,450,37.213,-119.97,MADERA,CHOWCHILLA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
120,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),DATA XCHG-USACE SAC,12/07/1988 to present,BUC,BUCHANAN DAM,450,37.213,-119.97,MADERA,CHOWCHILLA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
121,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2005 to present,BKM,BUCK MEADOWS,3200,37.8233,-120.0975,TUOLUMNE,TUOLUMNE R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
122,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,07/19/1999 to present,BKM,BUCK MEADOWS,3200,37.8233,-120.0975,TUOLUMNE,TUOLUMNE R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
123,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,BUP,BUCKS CREEK POWERHOUSE,1760,39.917,-121.333,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
124,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,01/01/1990 to present,BUP,BUCKS CREEK POWERHOUSE,1760,39.917,-121.333,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
125,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,BKL,BUCKS LAKE,5750,39.85,-121.242,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
126,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),SATELLITE,07/24/2008 to present,BKL,BUCKS LAKE,5750,39.85,-121.242,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
127,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,01/01/1984 to present,BKL,BUCKS LAKE,5750,39.85,-121.242,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
128,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,11/16/2009 to present,BUD,BULLARDS BAR,2100,39.3963,-121.1439,YUBA,YUBA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
129,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),DATA XCHG-USACE SAC,11/29/1988 to present,BNR,BUNNING RANCH,1520,37.3678,-119.89,MARIPOSA,FRESNO R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
130,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,BNY,BURNS CANYON,6000,34.208,-116.6217,SAN BERNARDINO,WHITEWATER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
131,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,07/01/1994 to present,BNY,BURNS CANYON,6000,34.208,-116.6217,SAN BERNARDINO,WHITEWATER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
132,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),DATA XCHG-USACE SAC,12/07/1988 to present,BUR,BURNS CREEK DAM,319,37.377,-120.275,MERCED,MERCED R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
133,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),DATA XCHG-NRCS,01/25/2005 to present,BSK,BURNSIDE LAKE,8129,38.7194,-119.8942,ALPINE,CARSON R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
134,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,11/26/2001 to present,BUT,BUTTERCUP,320,32.74,-114.884,IMPERIAL,COLORADO R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
135,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2008 to present,BAP,BYRON AIRPORT,43,37.8306,-121.6225,CONTRA COSTA,DELTA,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
136,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),DATA XCHG-CCC,06/03/2008 to present,BAP,BYRON AIRPORT,43,37.8306,-121.6225,CONTRA COSTA,DELTA,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
137,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),DATA XCHG-NWS,01/10/2023 to present,CCH,CACHUMA LAKE,781,34.583,-119.98,SANTA BARBARA,SANTA YNEZ R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
138,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,10/01/1982 to present,CCH,CACHUMA LAKE,781,34.583,-119.98,SANTA BARBARA,SANTA YNEZ R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
139,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),DATA XCHG-USBR,01/07/2005 to 01/07/2005,CCH,CACHUMA LAKE,781,34.583,-119.98,SANTA BARBARA,SANTA YNEZ R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
140,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2008 to present,CAU,CAHUILLA,278,32.974,-115.174,IMPERIAL,COLORADO R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
141,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,04/08/2002 to present,CAU,CAHUILLA,278,32.974,-115.174,IMPERIAL,COLORADO R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
142,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2012 to present,CVT,CALAVERAS BIG TREES,4695,38.283,-120.317,CALAVERAS,STANISLAUS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
143,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,10/01/1929 to present,CVT,CALAVERAS BIG TREES,4695,38.283,-120.317,CALAVERAS,STANISLAUS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
144,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,CVS,CALAVERAS RANGER STATION,3360,38.19661,-120.36755,CALAVERAS,STANISLAUS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
145,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),SATELLITE,12/17/1994 to 09/02/1998,CVS,CALAVERAS RANGER STATION,3360,38.19661,-120.36755,CALAVERAS,STANISLAUS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
146,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,11/12/2004 to present,CAD,CALAVERAS ROAD,1140,37.5531,-121.8439,ALAMEDA,ALAMEDA CR,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
147,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,CSU,CALIFORNIA STATE UNIV AT SACRAMENTO,25,38.555,-121.416,SACRAMENTO,AMERICAN R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
148,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,07/10/1990 to present,CHA,CALLAHAN (USFS),3136,41.333,-122.833,SISKIYOU,SCOTT R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
149,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,02/13/1997 to present,CP9,CAMP 9,3998,34.3532,-118.4186,LOS ANGELES,SANTA CLARA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
150,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,CAG,CAMP ANGELUS,5780,34.15,-116.978,SAN BERNARDINO,SANTA ANA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
151,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,09/21/2015 to present,CPS,CAMP SECO RAWS,399,38.22361,-120.866386,CALAVERAS,CALAVERAS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
152,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,CAM,CAMPTONVILLE (DWR),2755,39.451,-121.049,YUBA,YUBA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
153,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,01/01/1984 to present,CAM,CAMPTONVILLE (DWR),2755,39.451,-121.049,YUBA,YUBA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
154,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,01/01/1905 to present,CAM,CAMPTONVILLE (DWR),2755,39.451,-121.049,YUBA,YUBA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
155,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),SATELLITE,07/14/2005 to 06/08/2007,CAM,CAMPTONVILLE (DWR),2755,39.451,-121.049,YUBA,YUBA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
156,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,10/01/1907 to present,CNY,CANYON DAM,4560,40.167,-121.083,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
157,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,CAP,CAPLES LAKE,8000,38.71,-120.042,ALPINE,AMERICAN R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
158,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),SATELLITE,09/08/2019 to present,CAP,CAPLES LAKE,8000,38.71,-120.042,ALPINE,AMERICAN R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
159,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),FROM 15-MINUTE DATA,12/04/1986 to present,CAP,CAPLES LAKE,8000,38.71,-120.042,ALPINE,AMERICAN R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
160,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,04/15/2019 to present,CBO,CARIBOU PH,2986,40.085,-121.15,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
161,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,10/01/1920 to present,CBO,CARIBOU PH,2986,40.085,-121.15,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
162,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,06/07/2000 to present,CAR,CARPENTER RIDGE,4812,40.069,-121.582,BUTTE,BUTTE CR,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
163,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),DATA XCHG-NRCS,01/25/2005 to present,CXS,CARSON PASS,8353,38.6924,-120.0021,ALPINE,AMERICAN R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
164,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2009 to present,CSH,CASHMAN,4520,40.0019,-120.916,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
165,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,11/26/2001 to present,CSH,CASHMAN,4520,40.0019,-120.916,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
166,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,08/22/2000 to present,CVR,CATHEY'S VALLEY,1200,37.3803,-120.0769,MARIPOSA,SAN JOAQUIN R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
167,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2001 to present,CGR,CEDAR GROVE,4720,36.788,-118.659,TULARE,KINGS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
168,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,09/07/1999 to present,CGR,CEDAR GROVE,4720,36.788,-118.659,TULARE,KINGS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
169,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),DATA XCHG-NRCS,06/30/1999 to present,CDP,CEDAR PASS,7100,41.583,-120.303,MODOC,PIT R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
170,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,01/02/1986 to 08/05/1999,CDP,CEDAR PASS,7100,41.583,-120.303,MODOC,PIT R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
171,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,11/01/2016 to present,CSL,CENT SIERRA SNOW LAB,6900,39.325,-120.367,NEVADA,YUBA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
172,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),DATA XCHG-NRCS,11/01/2016 to present,CSL,CENT SIERRA SNOW LAB,6900,39.325,-120.367,NEVADA,YUBA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
173,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2002 to present,CRL,CHARLOTTE LAKE,10400,36.77752,-118.42601,FRESNO,KINGS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
174,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),SATELLITE,06/01/2018 to present,CRL,CHARLOTTE LAKE,10400,36.77752,-118.42601,FRESNO,KINGS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
175,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),FROM 15-MINUTE DATA,10/01/1985 to present,CRL,CHARLOTTE LAKE,10400,36.77752,-118.42601,FRESNO,KINGS R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
176,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,CHE,CHEESEBORO,1650,34.1847,-118.7172,VENTURA,VENTURA LA COASTAL,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
177,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,02/25/1997 to present,CHE,CHEESEBORO,1650,34.1847,-118.7172,VENTURA,VENTURA LA COASTAL,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
178,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2014 to present,CVM,CHERRY VALLEY MET STATION,4770,37.97466,-119.916,TUOLUMNE,TUOLUMNE R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
179,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),SATELLITE,09/19/2011 to present,CVM,CHERRY VALLEY MET STATION,4770,37.97466,-119.916,TUOLUMNE,TUOLUMNE R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
180,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),FROM 15-MINUTE DATA,10/01/2012 to present,CVM,CHERRY VALLEY MET STATION,4770,37.97466,-119.916,TUOLUMNE,TUOLUMNE R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
181,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2004 to present,CHS,CHESTER,4525,40.283,-121.233,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
182,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,11/01/1992 to present,CHS,CHESTER,4525,40.283,-121.233,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
183,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,10/01/1910 to present,CHS,CHESTER,4525,40.283,-121.233,PLUMAS,FEATHER R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
184,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,06/02/1989 to present,CIO,CHILAO,5450,34.333,-118.033,LOS ANGELES,SAN GABRIEL R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
185,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,CHM,CHILKOOT MEADOW,7150,37.41,-119.49,MADERA,SAN JOAQUIN R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
186,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,CKC,CITY CREEK RANGER STATION,2610,34.186,-117.181,SAN BERNARDINO,SANTA ANA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
187,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,07/06/1998 to present,CMO,CLAREMONT,1645,34.137,-117.707,LOS ANGELES,LOS ANGELES R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
188,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,05/10/2000 to present,CRK,CLARK TRAINING CENTER,1720,33.8772,-117.3042,RIVERSIDE,SAN JACINTO R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
189,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,CLR,CLEAR CREEK,3300,40.639,-122.667,SHASTA,SACTO VLY NE,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
190,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,02/14/2003 to present,CEK,CLEAR CREEK RAWS,3000,34.271,-118.153,LOS ANGELES,LOS ANGELES R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
191,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2012 to present,CFF,COFFEE CREEK RANGER STATION,2503,41.0894,-122.7086,TRINITY,TRINITY R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
192,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,10/01/1960 to present,CFF,COFFEE CREEK RANGER STATION,2503,41.0894,-122.7086,TRINITY,TRINITY R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
193,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,10/01/2003 to present,CFR,COFFEE RIDGE,3040,41.083,-122.717,TRINITY,TRINITY R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
194,"PRECIPITATION, ACCUMULATED, INCHES",2,(event),(RAIN),SATELLITE,12/17/1994 to 09/09/1998,CFR,COFFEE RIDGE,3040,41.083,-122.717,TRINITY,TRINITY R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
195,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,01/01/1984 to present,CST,COHASSET,1600,39.875278,-121.770554,BUTTE,SACRAMENTO R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
196,"PRECIPITATION, ACCUMULATED, INCHES",2,(monthly),(RAIN),MANUAL ENTRY,01/01/1905 to present,CLF,COLFAX,2400,39.122,-120.951,PLACER,AMERICAN R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
197,"PRECIPITATION, ACCUMULATED, INCHES",2,(daily),(RAIN),COMPUTED,11/14/2005 to present,CGT,COLGATE PH,600,39.3308,-121.19,YUBA,YUBA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
198,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,07/09/1990 to present,CLB,COLLINS BALDY,5493,41.775,-122.9503,SISKIYOU,KLAMATH R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
199,"PRECIPITATION, ACCUMULATED, INCHES",2,(hourly),(RAIN),SATELLITE,10/15/2002 to present,CON,CONVERSE,5618,34.194,-116.913,SAN BERNARDINO,SANTA ANA R,RAIN,PCHZZZZ,"PRECIPITATION, ACCUMULATED",INCHES
